deal_id,created_date,closed_date,sales_rep_id,industry,region,product_type,lead_source,deal_stage,deal_amount,sales_cycle_days,outcome
D02497,2024-02-20,2024-06-09,rep_14,EdTech,APAC,Core,Inbound,Demo,44225,110,Won
D02498,2023-10-06,2023-10-25,rep_25,SaaS,APAC,Core,Inbound,Proposal,4539,19,Lost
D02499,2023-03-22,2023-06-25,rep_14,EdTech,North America,Core,Referral,Negotiation,8119,95,Won
D02500,2023-12-03,2023-12-18,rep_10,FinTech,APAC,Pro,Partner,Closed,21057,15,Lost
D02501,2023-04-09,2023-07-04,rep_11,EdTech,Europe,Pro,Partner,Qualified,9064,86,Lost
D02502,2023-02-17,2023-05-22,rep_22,FinTech,North America,Enterprise,Outbound,Qualified,16332,94,Lost
D02503,2023-06-12,2023-08-07,rep_2,HealthTech,Europe,Pro,Referral,Demo,95747,56,Won
D02504,2023-12-31,2024-02-24,rep_19,EdTech,Europe,Core,Referral,Demo,7439,55,Won
D02505,2023-02-17,2023-05-07,rep_22,FinTech,Europe,Pro,Outbound,Closed,2535,79,Won
D02506,2023-05-24,2023-08-22,rep_22,HealthTech,Europe,Pro,Referral,Negotiation,12817,90,Lost
D02507,2023-04-08,2023-05-10,rep_8,EdTech,Europe,Pro,Partner,Demo,90621,32,Lost
D02508,2023-02-22,2023-06-03,rep_17,Ecommerce,APAC,Pro,Outbound,Qualified,53344,101,Lost
D02509,2023-05-26,2023-07-03,rep_11,FinTech,India,Pro,Outbound,Proposal,37504,38,Lost
D02510,2023-06-24,2023-10-14,rep_20,EdTech,APAC,Pro,Inbound,Closed,41376,112,Lost
D02511,2023-05-08,2023-07-26,rep_11,SaaS,North America,Pro,Referral,Demo,14913,79,Won
D02512,2023-06-18,2023-06-30,rep_2,SaaS,APAC,Pro,Outbound,Qualified,3020,12,Won
D02513,2023-10-09,2023-12-20,rep_21,Ecommerce,India,Enterprise,Referral,Closed,57329,72,Lost
D02514,2023-08-09,2023-10-12,rep_14,FinTech,India,Enterprise,Inbound,Qualified,17492,64,Lost
D02515,2024-03-22,2024-07-17,rep_20,Ecommerce,North America,Core,Inbound,Proposal,5549,117,Lost
D02516,2024-01-24,2024-02-27,rep_13,Ecommerce,APAC,Pro,Referral,Proposal,4135,34,Lost
D02517,2024-01-08,2024-02-25,rep_14,FinTech,North America,Pro,Referral,Closed,91148,48,Won
D02518,2023-12-06,2024-01-19,rep_23,HealthTech,APAC,Enterprise,Referral,Proposal,7924,44,Won
D02519,2023-10-22,2024-01-03,rep_14,Ecommerce,Europe,Pro,Partner,Proposal,22180,73,Won
D02520,2023-06-09,2023-06-21,rep_3,Ecommerce,Europe,Pro,Referral,Negotiation,43323,12,Won
D02521,2023-03-05,2023-04-19,rep_18,EdTech,India,Pro,Outbound,Demo,27300,45,Lost
D02522,2024-01-22,2024-03-17,rep_25,HealthTech,APAC,Enterprise,Outbound,Negotiation,29351,55,Lost
D02523,2024-01-24,2024-05-05,rep_17,EdTech,Europe,Core,Inbound,Proposal,6581,102,Won
D02524,2023-01-12,2023-04-27,rep_20,EdTech,North America,Enterprise,Outbound,Negotiation,91994,105,Won
D02525,2023-01-01,2023-04-15,rep_15,EdTech,India,Pro,Inbound,Negotiation,39323,104,Won
D02526,2023-04-21,2023-06-16,rep_7,EdTech,APAC,Enterprise,Partner,Negotiation,45467,56,Won
D02527,2023-04-19,2023-07-15,rep_8,FinTech,North America,Enterprise,Outbound,Demo,16334,87,Lost
D02528,2023-04-11,2023-05-16,rep_15,HealthTech,North America,Pro,Partner,Qualified,14908,35,Won
D02529,2023-05-24,2023-09-18,rep_5,Ecommerce,Europe,Pro,Referral,Negotiation,42683,117,Won
D02530,2023-10-03,2023-11-19,rep_16,EdTech,India,Pro,Partner,Negotiation,92649,47,Lost
D02531,2023-12-17,2024-01-29,rep_12,HealthTech,India,Enterprise,Referral,Closed,4336,43,Lost
D02532,2024-02-08,2024-03-18,rep_14,SaaS,India,Pro,Inbound,Negotiation,11932,39,Lost
D02533,2023-05-16,2023-09-11,rep_10,SaaS,India,Pro,Outbound,Qualified,14901,118,Won
D02534,2023-06-02,2023-06-20,rep_19,FinTech,North America,Enterprise,Inbound,Closed,5859,18,Won
D02535,2023-10-20,2024-02-12,rep_24,SaaS,Europe,Core,Partner,Proposal,14701,115,Won
D02536,2024-01-05,2024-02-14,rep_11,HealthTech,Europe,Enterprise,Outbound,Demo,13464,40,Won
D02537,2023-07-30,2023-09-30,rep_15,FinTech,North America,Core,Inbound,Proposal,7171,62,Lost
D02538,2024-01-12,2024-02-19,rep_3,SaaS,India,Pro,Inbound,Qualified,18906,38,Lost
D02539,2023-02-14,2023-05-02,rep_9,Ecommerce,India,Core,Partner,Negotiation,48185,77,Won
D02540,2024-01-09,2024-02-24,rep_17,Ecommerce,North America,Pro,Referral,Negotiation,86941,46,Lost
D02541,2024-01-11,2024-04-01,rep_23,SaaS,North America,Enterprise,Partner,Demo,70252,81,Won
D02542,2023-12-31,2024-01-24,rep_17,SaaS,North America,Pro,Outbound,Qualified,17836,24,Won
D02543,2023-12-26,2024-01-31,rep_16,Ecommerce,APAC,Core,Partner,Demo,43655,36,Lost
D02544,2023-05-23,2023-09-14,rep_5,FinTech,APAC,Core,Partner,Demo,18209,114,Lost
D02545,2023-02-04,2023-03-10,rep_16,EdTech,India,Core,Outbound,Proposal,6357,34,Lost
D02546,2023-10-10,2023-12-31,rep_9,Ecommerce,APAC,Pro,Outbound,Demo,15434,82,Lost
D02547,2023-01-02,2023-02-02,rep_24,HealthTech,India,Enterprise,Outbound,Demo,4150,31,Won
D02548,2024-03-05,2024-04-26,rep_16,Ecommerce,APAC,Core,Outbound,Proposal,19173,52,Lost
D02549,2023-02-16,2023-03-21,rep_12,SaaS,APAC,Core,Partner,Demo,2625,33,Lost
D02550,2023-08-03,2023-11-16,rep_25,SaaS,APAC,Enterprise,Outbound,Closed,47530,105,Won
D02551,2023-12-22,2024-01-13,rep_2,SaaS,APAC,Enterprise,Inbound,Closed,65053,22,Lost
D02552,2023-03-29,2023-06-14,rep_15,EdTech,Europe,Core,Outbound,Negotiation,4705,77,Lost
D02553,2024-03-13,2024-04-01,rep_23,FinTech,North America,Core,Inbound,Closed,4548,19,Lost
D02554,2024-02-24,2024-04-04,rep_6,EdTech,Europe,Core,Partner,Closed,36663,40,Lost
D02555,2023-10-22,2023-12-27,rep_6,FinTech,APAC,Core,Referral,Qualified,97021,66,Lost
D02556,2023-04-09,2023-05-23,rep_8,FinTech,APAC,Enterprise,Partner,Demo,2713,44,Won
D02557,2023-07-05,2023-08-06,rep_2,EdTech,APAC,Core,Referral,Demo,2514,32,Lost
D02558,2023-08-14,2023-10-28,rep_12,SaaS,APAC,Enterprise,Partner,Negotiation,26219,75,Won
D02559,2023-06-13,2023-08-17,rep_11,EdTech,North America,Enterprise,Outbound,Proposal,51113,65,Won
D02560,2023-11-02,2024-01-23,rep_5,FinTech,India,Pro,Inbound,Proposal,18057,82,Won
D02561,2023-11-13,2024-02-21,rep_21,Ecommerce,North America,Core,Inbound,Negotiation,33715,100,Lost
D02562,2024-01-21,2024-05-20,rep_6,EdTech,Europe,Enterprise,Inbound,Demo,89001,120,Lost
D02563,2023-07-27,2023-10-10,rep_21,Ecommerce,APAC,Enterprise,Referral,Qualified,39915,75,Won
D02564,2023-03-29,2023-06-27,rep_17,HealthTech,APAC,Pro,Inbound,Qualified,7064,90,Lost
D02565,2024-01-17,2024-01-24,rep_16,HealthTech,Europe,Enterprise,Referral,Proposal,38238,7,Won
D02566,2023-01-26,2023-05-03,rep_9,SaaS,APAC,Enterprise,Referral,Negotiation,26111,97,Won
D02567,2024-01-12,2024-02-04,rep_20,EdTech,North America,Pro,Partner,Demo,3567,23,Won
D02568,2023-04-06,2023-07-13,rep_23,HealthTech,India,Core,Referral,Qualified,87072,98,Lost
D02569,2023-01-23,2023-03-07,rep_12,EdTech,India,Pro,Referral,Negotiation,3421,43,Lost
D02570,2024-02-16,2024-04-14,rep_1,EdTech,North America,Enterprise,Partner,Closed,25460,58,Lost
D02571,2023-08-12,2023-10-08,rep_11,EdTech,India,Core,Outbound,Negotiation,4126,57,Lost
D02572,2023-09-21,2023-12-08,rep_12,Ecommerce,Europe,Core,Outbound,Negotiation,78038,78,Lost
D02573,2023-07-19,2023-10-18,rep_1,FinTech,North America,Enterprise,Outbound,Closed,5413,91,Lost
D02574,2023-10-12,2023-12-06,rep_3,SaaS,North America,Core,Inbound,Negotiation,15896,55,Won
D02575,2023-04-17,2023-06-05,rep_25,EdTech,Europe,Enterprise,Outbound,Closed,53600,49,Won
D02576,2024-01-03,2024-03-22,rep_19,FinTech,APAC,Core,Partner,Negotiation,17652,79,Won
D02577,2023-08-14,2023-09-06,rep_16,HealthTech,North America,Enterprise,Partner,Negotiation,32186,23,Lost
D02578,2024-01-09,2024-02-13,rep_9,SaaS,India,Enterprise,Referral,Closed,7981,35,Won
D02579,2024-03-03,2024-06-20,rep_12,SaaS,Europe,Core,Outbound,Demo,39562,109,Won
D02580,2024-01-03,2024-03-18,rep_12,HealthTech,North America,Pro,Partner,Demo,2907,75,Lost
D02581,2023-08-07,2023-10-21,rep_17,FinTech,India,Pro,Partner,Negotiation,14920,75,Lost
D02582,2024-02-15,2024-05-02,rep_16,EdTech,Europe,Core,Outbound,Closed,12599,77,Won
D02583,2023-07-02,2023-09-28,rep_20,HealthTech,India,Pro,Referral,Proposal,65169,88,Won
D02584,2023-05-22,2023-06-09,rep_22,HealthTech,India,Pro,Partner,Negotiation,58159,18,Lost
D02585,2024-01-25,2024-02-16,rep_11,HealthTech,APAC,Enterprise,Referral,Proposal,9930,22,Lost
D02586,2023-07-02,2023-10-17,rep_20,Ecommerce,India,Enterprise,Referral,Qualified,18507,107,Won
D02587,2023-05-02,2023-08-09,rep_6,FinTech,North America,Pro,Outbound,Closed,17268,99,Won
D02588,2024-03-04,2024-03-15,rep_6,EdTech,Europe,Core,Partner,Demo,82311,11,Won
D02589,2024-01-24,2024-04-09,rep_13,Ecommerce,North America,Enterprise,Partner,Negotiation,3761,76,Lost
D02590,2023-08-12,2023-11-10,rep_1,HealthTech,Europe,Pro,Inbound,Proposal,2678,90,Lost
D02591,2023-02-06,2023-05-31,rep_13,Ecommerce,India,Core,Partner,Closed,15186,114,Lost
D02592,2023-06-17,2023-07-27,rep_13,FinTech,India,Pro,Partner,Demo,52118,40,Won
D02593,2024-01-18,2024-05-09,rep_2,EdTech,Europe,Pro,Partner,Demo,19477,112,Lost
D02594,2023-11-16,2024-02-04,rep_12,Ecommerce,India,Enterprise,Outbound,Closed,40074,80,Won
D02595,2024-02-16,2024-04-27,rep_24,HealthTech,Europe,Core,Referral,Proposal,10796,71,Won
D02596,2023-08-21,2023-10-10,rep_6,Ecommerce,APAC,Core,Partner,Negotiation,6497,50,Lost
D02597,2023-07-23,2023-09-29,rep_18,SaaS,North America,Pro,Partner,Negotiation,4187,68,Lost
D02598,2023-02-12,2023-05-15,rep_17,FinTech,India,Pro,Partner,Closed,6608,92,Lost
D02599,2023-07-09,2023-07-24,rep_10,SaaS,Europe,Pro,Outbound,Qualified,19272,15,Won
D02600,2023-12-11,2023-12-30,rep_25,HealthTech,APAC,Enterprise,Referral,Closed,4257,19,Won
D02601,2023-05-20,2023-07-22,rep_16,FinTech,APAC,Pro,Partner,Qualified,61843,63,Won
D02602,2024-01-07,2024-04-01,rep_18,Ecommerce,India,Core,Partner,Negotiation,7802,85,Won
D02603,2024-03-16,2024-05-14,rep_25,SaaS,North America,Pro,Referral,Proposal,20350,59,Lost
D02604,2023-12-22,2024-01-28,rep_15,Ecommerce,North America,Core,Inbound,Closed,13665,37,Won
D02605,2023-02-26,2023-03-20,rep_25,EdTech,APAC,Core,Inbound,Demo,12133,22,Lost
D02606,2024-02-24,2024-05-25,rep_12,Ecommerce,APAC,Pro,Partner,Proposal,6395,91,Won
D02607,2023-02-23,2023-03-30,rep_13,SaaS,APAC,Enterprise,Partner,Qualified,19980,35,Won
D02608,2023-08-28,2023-10-01,rep_12,EdTech,APAC,Enterprise,Inbound,Closed,4572,34,Lost
D02609,2024-03-03,2024-06-17,rep_10,Ecommerce,APAC,Enterprise,Inbound,Closed,83698,106,Lost
D02610,2023-12-01,2024-01-29,rep_25,HealthTech,India,Core,Outbound,Qualified,54405,59,Won
D02611,2023-04-20,2023-07-30,rep_1,Ecommerce,North America,Pro,Referral,Proposal,7227,101,Lost
D02612,2024-02-18,2024-05-10,rep_22,SaaS,India,Enterprise,Outbound,Negotiation,18380,82,Lost
D02613,2023-05-29,2023-06-20,rep_17,HealthTech,India,Pro,Partner,Qualified,13232,22,Lost
D02614,2024-01-01,2024-04-15,rep_13,FinTech,North America,Core,Referral,Closed,3004,105,Won
D02615,2023-06-28,2023-09-21,rep_13,Ecommerce,APAC,Enterprise,Inbound,Qualified,8644,85,Lost
D02616,2023-09-08,2023-11-23,rep_22,FinTech,India,Enterprise,Outbound,Proposal,10917,76,Won
D02617,2023-02-26,2023-06-08,rep_15,Ecommerce,Europe,Pro,Outbound,Negotiation,92047,102,Lost
D02618,2024-02-09,2024-04-10,rep_20,Ecommerce,North America,Pro,Inbound,Closed,66667,61,Lost
D02619,2023-08-21,2023-09-13,rep_8,EdTech,North America,Core,Inbound,Demo,6410,23,Won
D02620,2023-02-08,2023-03-21,rep_21,EdTech,Europe,Pro,Referral,Negotiation,6944,41,Won
D02621,2024-03-11,2024-06-12,rep_25,FinTech,APAC,Enterprise,Inbound,Negotiation,15860,93,Lost
D02622,2023-04-11,2023-07-17,rep_12,Ecommerce,APAC,Enterprise,Outbound,Demo,8180,97,Lost
D02623,2023-07-19,2023-11-08,rep_8,Ecommerce,APAC,Enterprise,Inbound,Negotiation,43786,112,Won
D02624,2023-03-14,2023-07-12,rep_3,HealthTech,Europe,Core,Outbound,Qualified,76251,120,Lost
D02625,2023-02-08,2023-03-20,rep_4,SaaS,India,Enterprise,Outbound,Qualified,13280,40,Lost
D02626,2024-03-07,2024-04-25,rep_21,EdTech,India,Pro,Outbound,Proposal,14460,49,Lost
D02627,2023-04-03,2023-05-27,rep_17,FinTech,APAC,Core,Outbound,Qualified,4597,54,Lost
D02628,2023-07-15,2023-09-17,rep_7,SaaS,North America,Enterprise,Outbound,Qualified,2149,64,Won
D02629,2023-08-16,2023-12-08,rep_25,EdTech,India,Core,Partner,Closed,5513,114,Lost
D02630,2023-07-15,2023-10-15,rep_8,HealthTech,Europe,Pro,Partner,Closed,54214,92,Won
D02631,2023-01-31,2023-02-19,rep_1,HealthTech,North America,Enterprise,Referral,Negotiation,5628,19,Won
D02632,2024-03-25,2024-07-09,rep_1,Ecommerce,India,Pro,Inbound,Closed,4384,106,Won
D02633,2023-10-06,2023-11-12,rep_16,Ecommerce,India,Enterprise,Inbound,Qualified,10365,37,Lost
D02634,2023-11-22,2024-01-21,rep_18,SaaS,India,Enterprise,Inbound,Proposal,2768,60,Won
D02635,2023-12-03,2024-01-17,rep_22,HealthTech,India,Pro,Partner,Demo,5194,45,Won
D02636,2024-02-12,2024-04-10,rep_20,FinTech,India,Core,Partner,Closed,5517,58,Won
D02637,2024-01-03,2024-04-06,rep_19,FinTech,India,Enterprise,Inbound,Proposal,19169,94,Lost
D02638,2023-04-28,2023-06-12,rep_4,SaaS,North America,Enterprise,Partner,Qualified,9875,45,Won
D02639,2023-10-14,2024-01-02,rep_15,FinTech,India,Pro,Outbound,Negotiation,38638,80,Won
D02640,2023-03-02,2023-04-20,rep_24,HealthTech,APAC,Core,Referral,Negotiation,52632,49,Lost
D02641,2024-02-12,2024-02-19,rep_18,SaaS,India,Pro,Partner,Qualified,94892,7,Won
D02642,2023-09-21,2023-09-29,rep_8,SaaS,APAC,Core,Inbound,Closed,11799,8,Won
D02643,2023-01-03,2023-03-03,rep_11,EdTech,India,Enterprise,Outbound,Proposal,13345,59,Won
D02644,2024-01-31,2024-05-05,rep_10,FinTech,North America,Core,Outbound,Qualified,41354,95,Lost
D02645,2023-04-07,2023-04-25,rep_19,SaaS,North America,Core,Partner,Negotiation,96402,18,Lost
D02646,2024-02-18,2024-06-01,rep_16,FinTech,Europe,Core,Partner,Qualified,9637,104,Lost
D02647,2023-07-30,2023-10-09,rep_9,Ecommerce,North America,Pro,Inbound,Demo,2466,71,Lost
D02648,2023-07-20,2023-08-28,rep_7,HealthTech,India,Pro,Partner,Proposal,92781,39,Lost
D02649,2023-03-01,2023-06-12,rep_2,FinTech,India,Pro,Outbound,Negotiation,80920,103,Lost
D02650,2023-06-08,2023-07-26,rep_22,HealthTech,North America,Enterprise,Referral,Negotiation,96955,48,Lost
D02651,2024-01-25,2024-03-02,rep_24,Ecommerce,APAC,Pro,Partner,Negotiation,54628,37,Won
D02652,2024-03-20,2024-05-09,rep_2,SaaS,APAC,Enterprise,Referral,Closed,12951,50,Won
D02653,2024-01-07,2024-04-25,rep_1,EdTech,APAC,Core,Referral,Negotiation,16870,109,Won
D02654,2023-01-27,2023-04-02,rep_16,Ecommerce,North America,Core,Inbound,Proposal,95985,65,Lost
D02655,2023-01-27,2023-04-05,rep_12,EdTech,APAC,Pro,Partner,Negotiation,15744,68,Lost
D02656,2023-08-25,2023-09-20,rep_7,EdTech,APAC,Pro,Inbound,Closed,10485,26,Lost
D02657,2024-01-24,2024-02-26,rep_17,EdTech,India,Core,Referral,Negotiation,53793,33,Lost
D02658,2023-07-14,2023-10-21,rep_17,HealthTech,India,Enterprise,Referral,Demo,6894,99,Lost
D02659,2023-01-18,2023-04-14,rep_12,Ecommerce,North America,Enterprise,Outbound,Closed,15220,86,Lost
D02660,2023-10-19,2024-01-06,rep_15,SaaS,Europe,Enterprise,Referral,Negotiation,5328,79,Lost
D02661,2023-02-05,2023-05-08,rep_5,SaaS,India,Core,Outbound,Qualified,15172,92,Lost
D02662,2023-12-05,2024-03-22,rep_6,HealthTech,Europe,Enterprise,Outbound,Demo,18701,108,Won
D02663,2023-01-27,2023-05-14,rep_13,FinTech,India,Enterprise,Inbound,Proposal,17656,107,Won
D02664,2024-03-03,2024-06-26,rep_22,FinTech,India,Enterprise,Partner,Demo,53893,115,Lost
D02665,2023-12-02,2023-12-25,rep_20,EdTech,North America,Core,Partner,Demo,16809,23,Won
D02666,2023-05-05,2023-07-12,rep_17,SaaS,APAC,Pro,Referral,Proposal,8540,68,Lost
D02667,2024-02-04,2024-03-25,rep_6,EdTech,APAC,Pro,Outbound,Proposal,2953,50,Won
D02668,2023-09-29,2024-01-16,rep_12,EdTech,North America,Pro,Referral,Demo,15275,109,Won
D02669,2023-10-09,2023-12-22,rep_2,HealthTech,Europe,Core,Inbound,Demo,5658,74,Lost
D02670,2023-05-08,2023-09-05,rep_18,Ecommerce,India,Core,Outbound,Proposal,32193,120,Won
D02671,2023-10-04,2024-01-22,rep_7,FinTech,APAC,Core,Partner,Negotiation,40903,110,Lost
D02672,2023-10-18,2023-12-10,rep_13,EdTech,APAC,Core,Referral,Closed,17441,53,Lost
D02673,2023-01-05,2023-02-11,rep_16,FinTech,North America,Pro,Inbound,Qualified,92968,37,Won
D02674,2023-12-26,2024-01-07,rep_5,FinTech,Europe,Enterprise,Outbound,Qualified,64364,12,Won
D02675,2024-01-10,2024-04-16,rep_12,EdTech,North America,Pro,Partner,Proposal,9347,97,Lost
D02676,2023-09-29,2023-12-08,rep_13,Ecommerce,Europe,Pro,Partner,Proposal,7394,70,Lost
D02677,2023-11-29,2024-03-09,rep_15,EdTech,APAC,Core,Inbound,Closed,13824,101,Won
D02678,2023-04-28,2023-08-24,rep_24,SaaS,Europe,Core,Inbound,Proposal,15885,118,Lost
D02679,2023-10-21,2023-12-14,rep_7,Ecommerce,North America,Pro,Inbound,Closed,51183,54,Lost
D02680,2024-02-12,2024-03-01,rep_5,Ecommerce,India,Core,Partner,Demo,4749,18,Lost
D02681,2024-01-15,2024-04-15,rep_1,FinTech,APAC,Core,Inbound,Negotiation,33070,91,Lost
D02682,2023-10-17,2023-12-18,rep_5,EdTech,North America,Enterprise,Outbound,Closed,5959,62,Lost
D02683,2023-01-24,2023-02-15,rep_8,HealthTech,India,Core,Partner,Demo,3267,22,Lost
D02684,2023-10-22,2024-01-19,rep_19,FinTech,APAC,Enterprise,Partner,Demo,64625,89,Lost
D02685,2023-06-15,2023-10-03,rep_3,EdTech,Europe,Core,Referral,Negotiation,99214,110,Won
D02686,2023-06-21,2023-10-12,rep_10,SaaS,India,Core,Referral,Demo,19403,113,Lost
D02687,2023-03-23,2023-05-18,rep_23,FinTech,Europe,Pro,Referral,Demo,87781,56,Won
D02688,2024-01-08,2024-03-12,rep_25,EdTech,APAC,Core,Partner,Demo,15114,64,Won
D02689,2023-04-12,2023-07-08,rep_6,SaaS,India,Pro,Referral,Negotiation,80612,87,Lost
D02690,2023-02-26,2023-04-17,rep_6,SaaS,North America,Core,Partner,Qualified,49202,50,Lost
D02691,2023-10-01,2023-12-29,rep_14,FinTech,North America,Enterprise,Inbound,Closed,10053,89,Won
D02692,2023-10-18,2023-11-30,rep_16,Ecommerce,Europe,Pro,Outbound,Demo,14864,43,Won
D02693,2023-07-27,2023-09-20,rep_20,HealthTech,North America,Core,Referral,Proposal,10267,55,Lost
D02694,2024-02-05,2024-04-28,rep_4,EdTech,Europe,Pro,Outbound,Qualified,55183,83,Won
D02695,2023-02-25,2023-06-02,rep_3,EdTech,India,Pro,Referral,Proposal,11020,97,Won
D02696,2023-10-20,2024-02-04,rep_5,SaaS,Europe,Core,Partner,Proposal,28621,107,Won
D02697,2023-11-09,2024-01-22,rep_19,SaaS,Europe,Enterprise,Partner,Demo,4235,74,Lost
D02698,2023-11-12,2024-01-11,rep_8,SaaS,North America,Core,Outbound,Proposal,7681,60,Lost
D02699,2023-08-09,2023-11-22,rep_1,FinTech,Europe,Core,Inbound,Proposal,15618,105,Lost
D02700,2023-10-22,2023-11-02,rep_14,FinTech,APAC,Pro,Outbound,Negotiation,8910,11,Lost
D02701,2023-08-20,2023-10-30,rep_23,EdTech,Europe,Enterprise,Outbound,Qualified,13322,71,Lost
D02702,2023-03-05,2023-05-02,rep_15,EdTech,APAC,Enterprise,Outbound,Negotiation,28017,58,Lost
D02703,2023-11-15,2023-12-17,rep_1,EdTech,APAC,Core,Outbound,Closed,19205,32,Won
D02704,2024-02-10,2024-05-15,rep_11,Ecommerce,Europe,Core,Inbound,Demo,93129,95,Won
D02705,2023-04-24,2023-06-01,rep_21,HealthTech,North America,Core,Outbound,Demo,11808,38,Won
D02706,2023-08-05,2023-09-20,rep_1,SaaS,APAC,Core,Referral,Proposal,10499,46,Won
D02707,2023-03-22,2023-04-05,rep_2,HealthTech,Europe,Core,Partner,Negotiation,4841,14,Won
D02708,2023-02-19,2023-06-10,rep_18,Ecommerce,North America,Enterprise,Partner,Proposal,9470,111,Won
D02709,2023-11-21,2024-02-25,rep_10,FinTech,North America,Enterprise,Outbound,Negotiation,10495,96,Won
D02710,2023-07-10,2023-10-29,rep_2,Ecommerce,North America,Enterprise,Inbound,Closed,2717,111,Won
D02711,2024-03-08,2024-04-15,rep_24,EdTech,APAC,Core,Referral,Demo,65782,38,Lost
D02712,2023-02-26,2023-04-16,rep_14,HealthTech,Europe,Enterprise,Outbound,Negotiation,4572,49,Lost
D02713,2023-05-23,2023-07-21,rep_22,SaaS,APAC,Enterprise,Referral,Qualified,5527,59,Won
D02714,2023-05-02,2023-06-18,rep_2,EdTech,Europe,Core,Partner,Proposal,2006,47,Won
D02715,2023-11-07,2024-01-24,rep_15,FinTech,APAC,Core,Outbound,Negotiation,75053,78,Lost
D02716,2023-12-21,2024-02-20,rep_2,FinTech,APAC,Pro,Inbound,Qualified,6138,61,Won
D02717,2024-03-10,2024-03-23,rep_17,SaaS,North America,Enterprise,Outbound,Closed,83647,13,Lost
D02718,2023-01-20,2023-03-03,rep_18,SaaS,North America,Pro,Referral,Demo,18755,42,Lost
D02719,2023-12-29,2024-03-13,rep_2,EdTech,North America,Enterprise,Referral,Closed,16641,75,Lost
D02720,2023-06-21,2023-08-18,rep_17,FinTech,North America,Pro,Outbound,Demo,10626,58,Lost
D02721,2024-01-01,2024-03-10,rep_15,HealthTech,Europe,Pro,Outbound,Proposal,2014,69,Won
D02722,2023-06-30,2023-08-29,rep_18,HealthTech,North America,Pro,Referral,Qualified,49265,60,Won
D02723,2023-09-24,2024-01-06,rep_12,EdTech,Europe,Pro,Referral,Proposal,7151,104,Lost
D02724,2023-02-10,2023-03-22,rep_17,SaaS,India,Pro,Partner,Negotiation,17245,40,Won
D02725,2023-02-05,2023-06-03,rep_12,Ecommerce,North America,Pro,Partner,Proposal,9654,118,Lost
D02726,2024-02-25,2024-04-23,rep_21,Ecommerce,Europe,Enterprise,Outbound,Qualified,31718,58,Won
D02727,2023-01-09,2023-04-18,rep_25,HealthTech,Europe,Pro,Referral,Proposal,16671,99,Won
D02728,2023-09-04,2023-12-21,rep_23,SaaS,India,Core,Outbound,Negotiation,11277,108,Won
D02729,2024-03-05,2024-05-04,rep_1,FinTech,Europe,Pro,Inbound,Demo,82978,60,Won
D02730,2023-03-12,2023-05-05,rep_11,EdTech,North America,Enterprise,Inbound,Qualified,4376,54,Lost
D02731,2023-12-07,2024-02-24,rep_21,Ecommerce,Europe,Enterprise,Referral,Negotiation,11420,79,Lost
D02732,2023-03-11,2023-04-26,rep_8,SaaS,Europe,Enterprise,Inbound,Proposal,5209,46,Won
D02733,2023-01-15,2023-01-25,rep_10,SaaS,Europe,Core,Referral,Closed,4384,10,Lost
D02734,2023-12-21,2024-03-28,rep_11,EdTech,India,Pro,Outbound,Negotiation,94238,98,Won
D02735,2023-09-20,2023-12-15,rep_13,HealthTech,Europe,Pro,Outbound,Closed,33077,86,Lost
D02736,2023-08-20,2023-12-04,rep_8,FinTech,Europe,Core,Partner,Demo,5311,106,Won
D02737,2023-01-20,2023-03-15,rep_3,EdTech,North America,Pro,Inbound,Proposal,5834,54,Won
D02738,2023-09-22,2024-01-15,rep_13,Ecommerce,North America,Enterprise,Inbound,Negotiation,6152,115,Lost
D02739,2024-03-11,2024-04-10,rep_25,EdTech,India,Enterprise,Inbound,Proposal,89101,30,Won
D02740,2023-10-26,2024-01-12,rep_16,Ecommerce,APAC,Enterprise,Partner,Demo,14820,78,Won
D02741,2023-06-05,2023-07-20,rep_5,EdTech,India,Core,Inbound,Closed,54016,45,Won
D02742,2023-05-06,2023-09-01,rep_8,FinTech,North America,Enterprise,Inbound,Qualified,9258,118,Lost
D02743,2023-12-23,2024-01-18,rep_4,SaaS,Europe,Enterprise,Referral,Proposal,5118,26,Won
D02744,2023-01-04,2023-03-01,rep_24,FinTech,North America,Enterprise,Outbound,Closed,32126,56,Won
D02745,2024-01-11,2024-02-27,rep_24,Ecommerce,India,Enterprise,Outbound,Proposal,5099,47,Lost
D02746,2023-05-29,2023-06-13,rep_7,FinTech,North America,Core,Inbound,Qualified,12289,15,Lost
D02747,2023-06-09,2023-06-17,rep_21,FinTech,India,Enterprise,Inbound,Proposal,4800,8,Lost
D02748,2023-06-08,2023-07-24,rep_24,EdTech,North America,Pro,Referral,Closed,6115,46,Lost
D02749,2023-02-21,2023-04-06,rep_1,HealthTech,North America,Pro,Partner,Qualified,6123,44,Lost
D02750,2024-01-26,2024-03-22,rep_22,Ecommerce,APAC,Core,Referral,Proposal,10050,56,Won
D02751,2024-01-07,2024-02-17,rep_21,SaaS,India,Core,Outbound,Closed,15368,41,Won
D02752,2023-05-07,2023-07-30,rep_21,Ecommerce,APAC,Core,Inbound,Demo,3873,84,Won
D02753,2024-03-02,2024-04-27,rep_3,SaaS,North America,Pro,Referral,Demo,14989,56,Won
D02754,2023-07-23,2023-08-29,rep_13,EdTech,APAC,Pro,Inbound,Closed,23507,37,Won
